REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R220,CARROLL ST-PRESIDENT ST       ,24713,1527,106,343,3,9412,22201,0,0,0,22,495,226,10,3723,1067,831,0,359,0,0,0,3310,0,34,0,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,12660,584,147,188,3,14216,6590,0,0,0,2,36,511,2,917,58,92,0,66,0,0,0,2914,0,283,0,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,26965,1873,302,704,2,21467,18740,0,0,0,117,253,733,16,2468,250,236,0,146,0,0,0,4836,0,324,0,                                                                                                    
R223,46TH ST-BLISS ST              ,18010,1487,206,349,0,12333,18597,0,0,0,7,165,572,20,1576,278,407,0,177,0,0,0,2701,0,81,0,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,11139,1621,76,293,10,4198,10933,0,0,0,12,186,172,23,1359,490,336,0,245,0,1,0,484,0,14,0,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,8014,745,144,143,43,5519,6474,0,0,0,6,67,175,36,952,166,179,0,87,0,0,0,1927,0,91,0,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,10874,592,151,152,1,6642,4082,0,0,0,28,126,313,2,793,111,108,0,35,0,0,0,1712,0,167,0,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,12822,864,54,174,7,4481,11370,0,0,0,918,324,79,15,1411,494,269,0,277,0,0,0,749,0,12,0,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,10012,1095,157,458,1,7022,9155,0,0,0,10,183,276,8,520,270,99,0,65,0,0,0,1681,0,55,0,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,11619,1120,143,379,3,5549,7954,0,0,0,12,197,291,8,426,418,176,0,53,0,0,0,3068,0,41,0,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,9427,1258,39,377,0,2352,8817,0,0,0,10,213,328,4,490,311,136,0,43,0,0,0,1531,0,54,0,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,15375,922,91,179,5,6048,14292,0,0,0,11,340,224,3,2192,652,508,0,176,0,0,0,1191,0,35,0,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,16819,991,113,358,10,10624,10504,0,0,0,16,112,365,5,816,127,202,0,66,0,0,0,3133,0,145,0,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,18763,1085,126,302,4,11541,12670,0,0,0,32,105,467,12,723,162,242,0,122,0,0,0,3419,0,184,0,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,7092,760,93,209,2,3348,4090,0,0,0,3,48,265,0,106,119,58,0,33,0,0,0,964,0,33,0,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,61391,1280,116,309,22,26763,48711,0,0,0,81,745,303,22,6467,2008,1334,0,1395,1,0,0,2773,0,83,0,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,21919,803,148,204,1,18360,22400,0,0,0,22,170,446,3,2244,272,429,0,274,0,0,0,2432,0,194,0,                                                                                                    
R237,182ND STREET-183RD STREET     ,10006,515,85,105,4,9718,4101,0,0,0,3,43,339,0,417,32,45,0,66,0,0,0,1934,0,206,0,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,27717,1567,244,527,18,17656,29745,0,0,0,15,258,567,21,3148,590,731,0,334,0,0,0,3676,0,102,0,                                                                                                    
R239,GREENPOINT AVE                ,21464,1278,136,385,6,10996,17841,0,0,0,12,187,307,12,1999,549,366,0,398,0,0,0,907,0,46,0,                                                                                                    
R240,GRAND ST-CHRISTIE ST          ,41366,10006,303,5203,37,12447,52986,0,0,0,135,550,1542,50,2526,909,686,0,733,0,0,0,5672,0,137,0,                                                                                                    
R241,15TH ST-PROSPECT PARK WEST    ,11713,1170,70,325,4,4418,12247,0,0,0,15,285,161,5,1838,493,371,0,193,0,0,0,2094,0,34,0,                                                                                                    
R242,18TH AVE-MCDONALD AVE         ,7520,719,63,240,6,4318,4759,0,0,0,3,73,249,0,288,103,70,0,33,0,0,0,1111,0,55,0,                                                                                                    
R243,170TH STREET-JEROME AVENUE    ,11689,597,118,208,2,13757,5983,0,0,0,4,38,531,0,796,46,28,2,66,0,0,0,2796,0,259,0,                                                                                                    
R244,BURNSIDE AVE-JEROME AVE       ,16554,1010,244,307,8,18713,7981,0,0,0,18,59,930,0,965,177,103,0,80,0,4,0,4475,0,1886,0,                                                                                                    
R245,ST LAWRENCE AVE-WEST AVE      ,8417,414,55,69,0,7792,3394,0,0,0,9,116,234,1,254,37,52,0,19,0,0,0,1399,0,119,0,                                                                                                    
R246,PROSPECT AVENUE-4TH AVENUE    ,11438,466,59,125,12,5679,11340,0,0,0,14,237,173,1,1427,427,355,0,144,0,0,0,1671,0,32,0,                                                                                                    
R247,55TH ST-NEW UTRECHT AVE       ,5372,563,53,170,1,2628,2638,0,0,0,4,46,187,5,79,81,39,0,22,0,0,0,575,0,24,0,                                                                                                    
R248,1ST AVENUE-14TH STREET        ,49281,2575,235,745,35,18912,35098,0,0,0,58,712,645,43,4570,1533,826,0,928,0,0,0,6934,0,116,0,                                                                                                    
R249,GRAHAM AVE-METROPOLITAN AVE   ,19363,515,75,194,5,10322,19639,0,0,0,20,186,171,5,2423,483,459,0,318,0,0,0,1263,0,37,0,                                                                                                    
R250,GRAND ST-BUSHWICK AVE         ,11016,504,93,275,5,8657,10928,0,0,0,17,58,254,12,1043,254,208,0,187,0,0,0,2565,0,75,0,                                                                                                    
R251,96TH ST-CENTRAL PARK WEST     ,14231,2499,169,495,13,8091,17034,0,0,0,49,260,361,50,1815,695,446,0,250,0,0,0,1668,0,56,0,                                                                                                    
R252,HIGH ST-CADMAN PLAZA WEST     ,20093,1158,80,253,25,9304,15315,0,0,0,54,353,172,26,2199,788,470,0,731,0,0,0,1142,0,234,0,                                                                                                    
R253,174TH-175TH ST-GRAND CONCOU   ,9303,532,122,168,6,9284,5202,0,0,0,10,36,235,5,565,63,69,0,64,0,0,0,1361,0,124,0,                                                                                                    
R254,GRAND AVE-QUEENS BOULEVARD    ,26131,2288,299,1059,8,21419,36027,0,0,0,16,374,632,6,2224,459,497,0,243,0,0,0,4483,0,232,0,                                                                                                    
R255,VAN WYCK BLVD-MAIN STREET     ,9858,943,85,207,1,4222,7612,0,0,0,9,166,271,1,834,290,141,0,83,0,0,0,3085,0,50,0,                                                                                                    
R256,NASSAU AVE-MANHATTAN AVE      ,19806,911,113,467,6,9956,18219,0,0,0,8,259,217,9,2149,472,522,0,378,0,0,0,1427,0,25,0,                                                                                                    
R257,EAST BROADWAY-MADISON ST      ,28609,3602,234,1490,28,11931,25256,0,0,0,51,375,906,21,2747,521,432,0,469,0,0,0,4339,0,105,0,                                                                                                    
R258,4TH AVENUE-9TH STREET         ,23270,1644,168,476,22,11864,23254,0,0,0,18,434,384,2,3278,820,690,0,361,0,0,0,3503,0,79,0,                                                                                                    
R259,ROOSEVELT ISLAND              ,10116,1524,150,424,5,4479,14036,0,0,0,32,109,253,15,1569,259,356,0,246,0,0,0,1556,0,28,0,                                                                                                    
R260,181ST STREET-ST NICHOLAS AV   ,19680,1684,367,375,22,21249,12961,0,0,0,11,82,1049,12,1352,270,198,0,162,0,0,0,2576,0,355,0,                                                                                                    
R261,40TH STREET-LOWERY STREET     ,14871,1346,134,327,7,7840,15254,0,0,0,15,138,406,5,1894,269,354,0,182,0,0,0,3450,0,42,0,                                                                                                    
R262,BEVERLEY ROAD -EAST 15TH ST   ,6673,582,59,111,0,4198,5547,0,0,0,5,90,107,0,630,105,147,0,72,0,0,0,1187,0,52,0,                                                                                                    
R263,AVENUE H-EAST 16TH STREET     ,7164,625,62,169,4,3738,6495,0,0,0,3,87,178,4,455,157,108,0,39,0,0,0,1344,0,35,0,                                                                                                    
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,6902,1144,40,264,2,2132,4301,0,0,0,2,118,309,2,235,154,79,0,26,0,0,0,1673,0,12,0,                                                                                                    
R265,MONTROSE AVENUE               ,13694,488,51,186,8,10059,13972,0,0,0,7,74,372,0,1627,214,300,0,213,0,0,0,1677,0,34,0,                                                                                                    
R266,HALSEY STREET-WYCKOFF AVE     ,15432,575,72,152,1,12046,13092,0,0,0,22,130,225,0,1171,241,286,0,129,0,0,0,1839,0,117,0,                                                                                                    
R267,46TH STREET-BROADWAY          ,16737,1174,158,427,15,9166,15906,0,0,0,5,211,341,6,1921,369,346,0,175,0,0,0,2098,0,85,0,                                                                                                    
R268,METROPOLITAN AVE-LORIMER ST   ,28407,751,74,281,10,16599,29669,0,0,0,21,311,252,3,3825,656,705,0,619,0,0,0,2203,0,57,0,                                                                                                    
R269,BEDFORD AVENUE-NOSTRAND AVE   ,14690,467,68,214,3,11904,17353,0,0,0,13,202,201,0,2146,379,394,0,259,0,0,0,1441,0,56,0,                                                                                                    
R270,SMITH STREET-9TH STREET       ,8900,394,84,201,3,5890,5998,0,0,0,4,65,304,5,629,194,149,0,109,0,0,0,1412,0,32,0,                                                                                                    
R271,AVENUE X-MCDONALD AVENUE      ,5193,404,35,177,0,2091,3761,0,0,0,0,77,96,2,257,79,48,0,23,0,0,0,695,0,40,0,                                                                                                    
R272,28TH STREET-7TH AVENUE        ,34269,2916,209,608,104,14801,26271,0,0,0,186,575,473,111,2805,1286,941,0,655,0,0,0,942,0,111,0,                                                                                                    
R273,145TH STREET-BROADWAY         ,14120,1152,264,443,2,17929,17466,0,0,0,12,91,508,5,1517,213,384,0,167,0,0,0,1711,0,164,0,                                                                                                    
R274,191ST STREET-ST NICHOLAS AV   ,13243,1510,212,400,1,13255,11423,0,0,0,13,88,623,1,1242,141,224,0,118,0,0,0,2875,0,170,0,                                                                                                    
R275,183RD STREET-JEROME AVENUE    ,10643,531,104,110,1,10961,4244,0,0,0,13,60,438,0,492,80,45,0,57,0,0,0,2877,0,315,0,                                                                                                    
R276,JACKSON AVENUE-VERNON BLVD    ,24270,1177,58,290,46,7442,25222,0,0,0,61,492,175,60,3820,1181,1021,0,337,0,0,0,2395,0,28,0,                                                                                                    
R277,PRESIDENT ST-NOSTRAND AVE     ,6894,486,99,148,0,4766,6463,0,0,0,1,58,219,1,950,122,164,0,58,0,0,0,1887,0,428,0,                                                                                                    
R278,25TH STREET-4TH AVENUE        ,5751,272,41,81,1,3342,5197,0,0,0,7,75,92,1,430,112,114,0,68,0,0,0,626,0,25,0,                                                                                                    
R279,JEFFERSON STREET-WYCKOFF AV   ,14968,343,54,131,8,11053,13152,0,0,0,19,90,155,2,1082,218,310,0,249,0,0,0,1114,0,89,0,                                                                                                    
R280,190TH STREET-OVERLOOK TERR    ,6906,1102,90,253,0,4521,9808,0,0,0,3,87,236,4,1204,224,314,0,86,0,0,0,1321,0,53,0,                                                                                                    
R281,72ND STREET-CENTRAL PK WEST   ,14868,1743,69,281,8,6634,11339,0,0,0,25,303,263,25,1274,693,418,0,426,0,0,0,947,0,12,0,                                                                                                    
R282,SPRING STREET-6TH AVENUE      ,33661,1318,117,299,80,12577,23987,0,0,0,86,561,158,110,3443,1281,791,0,650,0,0,0,2039,0,59,0,                                                                                                    
R283,LAFAYETTE AVENUE-FULTON ST    ,9467,497,68,150,1,5540,8117,0,0,0,4,121,190,3,1055,283,213,0,212,0,0,0,2061,0,58,0,                                                                                                    
R284,CLINTON AVENUE-FULTON ST      ,12868,589,82,133,6,6831,14101,0,0,0,9,167,120,4,2247,379,447,0,336,0,0,0,1301,0,33,0,                                                                                                    
R285,MOTT AVENUE-BEACH 22ND ST     ,9786,574,139,180,8,5713,2568,0,0,0,4,54,582,0,235,35,32,0,97,0,0,0,1400,0,133,0,                                                                                                    
R286,MYRTLE AVENUE-MARCY AVENUE    ,11169,291,51,83,4,8729,9600,0,0,0,5,58,178,6,1139,132,188,0,221,0,0,0,1612,0,51,0,                                                                                                    
R287,CLASSON AVENUE-LAFAYETTE AV   ,11158,294,57,57,11,6143,10198,0,0,0,9,104,141,1,1201,324,215,0,172,0,0,0,1283,0,68,0,                                                                                                    
R288,7TH AVENUE-9TH STREET         ,23375,2359,106,427,7,7150,21869,0,0,0,18,525,327,7,3514,1116,819,0,341,0,0,0,6133,0,38,0,                                                                                                    
R289,FT HAMILTON PKY-GREENWOOD     ,10254,1292,50,264,0,3713,12192,0,0,0,18,253,126,9,1693,509,451,0,113,0,0,0,2609,0,24,0,                                                                                                    
R290,HOUSTON STREET-VARICK ST      ,36051,2467,234,428,203,11224,24952,0,0,0,179,481,247,332,2888,1716,884,0,588,0,0,0,1778,0,43,0,                                                                                                    
R291,33RD STREET-QUEENS BLVD       ,17760,1002,92,270,37,8805,11598,0,0,0,52,196,192,63,1430,342,306,0,157,0,0,0,6968,0,48,0,                                                                                                    
R292,BAYCHESTER AVE-TILLOTSON      ,7688,328,53,67,0,4348,2610,0,0,0,10,48,191,1,396,44,48,0,21,0,0,0,2536,0,183,0,                                                                                                    
R293,34TH STREET - PENN STATION    ,158528,7540,512,1207,3257,28549,48079,0,0,0,365,1542,2336,4386,5584,6124,1512,0,2594,0,0,0,3119,0,318,0,                                                                                                    
R294,MORGAN AVENUE-HARRISON PL     ,15377,344,51,153,11,10618,13546,0,0,0,15,100,82,8,1435,266,338,0,311,0,0,0,1055,0,48,0,                                                                                                    
R295,WILSON AVENUE-MOFFAT STREET   ,7733,284,34,42,6,8329,7120,0,0,0,7,35,239,0,809,76,133,0,133,0,0,0,1142,0,51,0,                                                                                                    
R296,163RD ST & AMSTERDAM AVE      ,7172,493,100,114,0,7762,6668,0,0,0,5,16,294,3,642,84,125,0,54,0,0,0,1177,0,54,0,                                                                                                    
R297,FRANKLIN AVENUE-FULTON ST     ,10728,493,158,186,0,8454,11796,0,0,0,6,101,245,0,1574,276,281,0,226,0,0,0,1535,0,60,0,                                                                                                    
R298,NORTHERN BLVD-BROADWAY        ,10951,997,138,408,15,7858,12007,0,0,0,10,138,258,3,898,183,168,0,109,0,0,0,1281,0,76,0,                                                                                                    
R299,BROADWAY - UNION AVENUE       ,7469,517,66,262,1,6402,7711,0,0,0,5,54,186,0,735,111,95,0,123,0,0,0,1359,0,20,0,                                                                                                    
R300,2ND AVENUE-HOUSTON STREET     ,37600,1984,216,650,27,17333,28132,0,0,1,39,482,510,32,3615,901,734,0,955,0,0,0,2619,0,89,0,                                                                                                    
R301,YORK STREET-JAY STREET        ,24364,721,92,256,22,11100,20343,0,0,0,18,459,251,17,2514,954,675,0,652,0,0,0,975,0,170,0,                                                                                                    
R302,57TH STREET-6TH AVENUE        ,25491,1616,86,343,33,8698,16219,0,0,0,95,629,229,42,2917,1246,531,0,466,0,0,0,322,0,27,0,                                                                                                    
R303,21ST STREET-QUEENSBRIDGE      ,13647,1214,271,884,3,12194,13347,0,0,0,32,162,815,13,1131,220,154,0,253,0,0,0,1869,0,107,0,                                                                                                    
R304,RECTOR STREET-GREENWICH ST    ,17787,1107,62,188,80,5864,11870,0,0,0,773,334,93,200,1450,901,352,0,443,0,0,0,1208,0,21,0,                                                                                                    
R305,WTC-CORTLANDT ST              ,38619,935,73,166,321,9214,12914,0,0,0,102,768,135,383,2364,1496,504,0,1151,0,0,0,531,0,123,0,                                                                                                    
R306,238TH STREET-BROADWAY         ,7792,549,50,144,6,4277,5293,0,0,0,25,65,163,1,669,182,107,0,48,0,0,0,826,0,79,0,                                                                                                    
R307,138TH ST-GRAND CONCOURSE      ,6631,220,58,83,0,4383,3134,0,0,0,21,29,205,0,364,62,87,0,33,0,0,0,740,0,76,0,                                                                                                    
R308,MT EDEN AVENUE-JEROME AVE     ,8849,516,125,165,2,7512,3897,0,0,0,8,38,345,7,466,61,51,0,61,0,0,0,1594,0,162,0,                                                                                                    
R309,176TH STREET-JEROME AVENUE    ,8713,386,142,146,2,9073,4267,0,0,0,8,41,330,5,485,35,51,0,31,0,0,0,2435,2,158,0,                                                                                                    
R310,111TH STREET-ROOSEVELT AVE    ,23260,810,86,382,5,23465,9974,0,0,0,8,139,391,1,446,112,84,0,104,0,0,0,3730,0,148,0,                                                                                                    
R311,BOWERY STREET-DELANCEY ST     ,4464,555,25,387,1,2675,4886,0,0,0,11,39,85,2,288,112,76,0,137,0,0,0,485,0,22,0,                                                                                                    
R312,WEST 6TH STREET-SURF AVENUE   ,4584,688,26,176,0,1305,2605,0,0,0,1,104,113,0,213,101,61,0,43,0,0,0,637,0,7,0,                                                                                                    
R313,BUSHWICK AVENUE-ABERDEEN ST   ,3486,149,35,32,0,4148,3254,0,0,0,3,11,115,0,314,31,64,0,41,0,0,0,734,0,31,0,                                                                                                    
R314,103RD ST-CENTRAL PARK WEST    ,8152,979,70,215,6,5105,8059,0,0,0,10,115,284,7,770,207,195,0,222,0,0,0,1145,0,65,0,                                                                                                    
R315,155TH STREET-8TH AVENUE       ,6144,627,99,202,0,6258,3372,0,0,0,6,31,260,5,332,18,15,0,45,0,0,0,1709,0,111,0,                                                                                                    
R316,FLUSHING AVENUE-MARCY AVE     ,6330,254,34,80,6,4564,3478,0,0,0,8,39,98,1,428,76,51,0,98,0,0,0,843,0,11,0,                                                                                                    
R317,LAFAYETTE AV-WASHINGTON AV    ,11834,483,48,157,6,4782,10099,0,0,0,9,132,74,4,1254,346,335,0,266,0,0,0,1160,0,30,0,                                                                                                    
R318,FULTON STREET-LAFAYETTE AV    ,8137,368,71,114,17,6267,9037,0,0,0,8,73,77,24,921,337,299,0,165,0,0,0,4863,0,19,0,                                                                                                    
R319,63RD STREET-LEXINGTON AVE     ,42458,3602,214,579,60,16493,36046,0,0,0,120,786,457,77,3540,1921,939,0,444,0,0,0,2076,0,99,0,                                                                                                    
R320,CANAL STREET-VARICK STREET    ,16042,550,56,95,87,5048,9806,0,0,0,88,278,74,147,1916,671,294,0,252,0,0,0,763,0,33,0,                                                                                                    
R321,18TH STREET-7TH AVENUE        ,22102,1640,91,252,91,7549,14141,0,0,0,73,463,159,85,2301,993,493,0,379,0,0,0,1907,0,29,0,                                                                                                    
R322,SPRING STREET-LAFAYETTE ST    ,27048,1064,111,218,60,11732,16911,0,0,0,53,348,169,66,1989,743,535,0,637,0,0,0,825,0,68,0,                                                                                                    
R323,111TH STREET-LENOX AVENUE     ,14001,1052,221,404,14,11572,13534,0,0,0,24,114,456,19,1476,271,336,0,176,0,0,0,2665,0,219,0,                                                                                                    
R324,116TH STREET-LENOX AVENUE     ,16401,1458,314,574,14,15576,16788,0,0,0,46,148,584,21,2101,367,416,0,185,0,0,0,3484,0,376,0,                                                                                                    
R325,WHITLOCK AVE-WESTCHESTER AV   ,3660,177,34,54,1,3495,1543,0,0,0,2,18,85,0,226,19,3,0,15,0,0,0,961,0,33,0,                                                                                                    
R326,ZEREGA AVE-WESTCHESTER AVE    ,6216,397,44,99,0,3741,2550,0,0,0,8,75,153,0,289,74,24,0,33,0,0,0,973,0,95,0,                                                                                                    
R327,52ND STREET-ROOSEVELT AVE     ,7737,735,71,194,1,4889,8099,0,0,0,7,119,203,0,721,146,207,0,82,0,0,0,900,0,43,0,                                                                                                    
R328,WILLETS PT BLVD-ROOSEVELT     ,5273,174,16,32,5,1811,1743,0,0,0,7,100,77,5,365,151,59,0,53,0,0,0,343,0,10,0,                                                                                                    
R329,MORRIS PARK-PAULDING AVENUE   ,6249,258,13,48,0,2088,2925,0,0,0,14,66,86,2,404,86,56,0,25,0,0,0,740,0,26,0,                                                                                                    
R330,3RD AVENUE-14TH STREET        ,13709,620,52,202,6,7371,12957,0,0,0,23,137,154,10,1738,442,284,0,265,0,0,0,1370,0,31,0,                                                                                                    
R331,155TH STREET-ST NICHOLAS AV   ,4215,326,84,143,2,4559,4684,0,0,0,1,18,182,10,531,47,95,0,83,0,0,0,797,0,36,0,                                                                                                    
R332,135TH STREET-ST NICHOLAS AV   ,8435,590,95,224,7,6750,9105,0,0,0,24,67,124,3,1230,215,256,0,119,0,0,0,3125,0,53,0,                                                                                                    
R333,116TH STREET-8TH AVENUE       ,10917,728,133,266,1,8824,12783,0,0,0,29,122,226,3,1629,289,341,0,194,0,0,0,2129,0,72,0,                                                                                                    
R334,110TH STREET-8TH AVENUE       ,11980,943,88,375,4,7007,12777,0,0,0,11,111,258,8,1279,357,417,0,249,0,0,0,1632,0,38,0,                                                                                                    
R335,GASTON AVENUE-BEACH 67TH ST   ,5172,335,50,75,0,2416,1797,0,0,0,4,35,180,0,224,63,51,0,92,0,0,0,778,0,32,0,                                                                                                    
R336,STRAITON AVE-BEACH 60TH ST    ,4067,297,16,34,6,2905,1395,0,0,0,2,15,214,1,237,9,7,0,48,0,0,0,1048,0,53,0,                                                                                                    
R337,FRANK AVENUE-BEACH 44TH ST    ,1481,74,26,19,0,1136,481,0,0,0,0,1,50,0,84,15,9,0,13,0,0,0,335,0,29,0,                                                                                                    
R338,EDGEMERE-BEACH 36TH STREET    ,1915,162,27,38,0,1188,678,0,0,0,3,5,86,0,125,26,17,0,20,0,0,0,434,0,30,0,                                                                                                    
R339,36TH STREET-NORTHERN BLVD     ,9344,719,117,307,12,5173,7634,0,0,0,26,86,221,34,906,195,206,0,112,0,0,0,1215,0,26,0,                                                                                                    
R340,65TH STREET-BROADWAY          ,7571,561,82,186,1,5181,7414,0,0,0,2,74,176,5,465,77,132,0,57,0,0,0,844,0,38,0,                                                                                                    
R341,75TH AVENUE-QUEENS BLVD       ,7398,1184,49,299,3,2262,6807,0,0,0,14,158,229,6,715,355,209,0,78,0,0,0,518,0,14,0,                                                                                                    
R342,VAN WYCK BLVD-METROPOLITAN    ,10775,569,71,187,15,5574,4737,0,0,0,8,71,264,18,369,108,96,0,97,0,0,0,1171,0,77,0,                                                                                                    
R343,FRANKLIN STREET-WEST BWAY     ,16074,1249,68,150,92,4166,8819,0,0,0,45,261,184,101,983,738,386,0,240,0,0,0,629,0,9,0,                                                                                                    
R344,145TH STREET-LENOX AVENUE     ,4767,447,94,195,7,4447,4267,0,0,0,11,25,200,0,686,35,66,0,39,0,0,0,1150,0,61,0,                                                                                                    
R345,148TH STREET-LENOX AVENUE     ,5813,607,138,193,3,5198,5792,0,0,0,4,42,232,1,726,81,99,0,56,0,0,0,1821,0,44,0,                                                                                                    
R346,COURT SQ                      ,6593,348,59,93,34,4061,5461,0,0,0,10,54,112,58,584,204,163,0,84,0,0,0,972,0,22,0,                                                                                                    
R347,69TH STREET-ROOSEVELT AVE     ,6369,539,87,164,2,5354,5550,0,0,0,2,37,199,1,340,30,101,0,92,0,0,0,1355,0,47,0,                                                                                                    
R348,ATLANTIC AV-VAN SINDEREN AV   ,3422,99,29,18,20,2478,1397,0,0,0,0,31,62,10,171,26,16,0,54,0,0,0,913,0,28,0,                                                                                                    
R349,SUTTER AVE-VAN SINDEREN AVE   ,6975,400,73,54,0,6536,2665,0,0,0,5,15,323,0,292,12,17,0,31,0,0,0,2021,0,93,0,                                                                                                    
R350,LIVONIA AVE-VAN SINDEREN AV   ,4764,357,96,84,0,5414,2436,0,0,0,4,27,197,0,360,16,41,0,24,0,0,0,1519,0,64,0,                                                                                                    
R352,HEWES STREET-BROADWAY         ,4809,256,45,47,1,2555,3818,0,0,0,4,60,150,0,457,84,83,0,63,0,0,0,372,0,11,0,                                                                                                    
R353,LORIMER STREET-BROADWAY       ,5973,698,28,609,0,4003,7442,0,0,0,1,50,134,1,584,156,129,0,55,0,0,0,1242,0,17,0,                                                                                                    
R354,104TH STREET-LIBERTY AVENUE   ,4567,252,32,62,0,1973,1887,0,0,0,2,80,79,0,159,71,82,0,28,0,0,0,619,0,85,0,                                                                                                    
R355,109TH STREET-LIBERTY AVENUE   ,6049,305,29,64,0,2465,2803,0,0,0,0,122,114,0,258,59,78,0,33,0,0,0,513,0,136,0,                                                                                                    
R356,LEFFERTS BLVD-LIBERTY AVE     ,15912,660,188,320,1,8978,7720,0,0,0,6,288,363,6,710,241,168,0,80,0,0,0,1222,0,278,0,                                                                                                    
R357,NORTH CONDUIT AVE-COHANCEY    ,2672,137,19,20,3,735,613,0,0,0,1,60,89,1,109,66,10,0,35,0,0,0,182,0,26,0,                                                                                                    
R358,BEACH 25TH STREET-WAVECREST   ,4246,224,33,29,0,1916,1247,0,0,0,1,34,110,0,163,13,50,0,72,0,0,0,1333,0,73,0,                                                                                                    
R359,COURT SQ-23 ST                ,40551,2114,307,633,89,18175,37930,0,0,0,148,614,335,154,5049,1612,1126,0,666,0,0,0,3712,0,69,0,                                                                                                    
R360,21ST STREET-JACKSON AVENUE    ,3446,111,7,48,5,2324,3472,0,0,0,0,36,49,7,587,85,134,0,49,0,0,0,114,0,8,0,                                                                                                    
R361,PELHAM PKWY-WHITE PLAINS RD   ,13626,922,190,380,7,13462,8467,0,0,0,34,92,516,1,1182,118,195,0,61,0,0,0,2785,0,342,0,                                                                                                    
R362,ALLERTON AV-WHITE PLAINS RD   ,10019,658,120,190,2,8714,4594,0,0,0,16,70,472,2,487,83,86,0,55,0,0,0,1582,0,194,0,                                                                                                    
R363,BURKE AVE-WHITE PLAINS ROAD   ,6835,438,88,137,6,5025,2637,0,0,0,25,51,278,0,356,41,41,0,10,0,0,0,1306,0,117,0,                                                                                                    
R364,GUNHILL RD-WHITE PLAINS RD    ,9944,787,262,290,7,11493,5123,0,0,0,22,40,623,4,659,72,59,0,43,0,0,0,3501,2,268,0,                                                                                                    
R365,219TH ST-WHITE PLAINS ROAD    ,6963,422,99,96,1,4999,2472,0,0,0,5,34,249,2,308,24,54,0,22,0,0,0,1595,0,142,0,                                                                                                    
R366,225TH ST-WHITE PLAINS ROAD    ,8200,430,51,102,2,6739,2726,0,0,0,15,44,304,5,381,48,66,0,28,0,0,0,2052,0,183,0,                                                                                                    
R367,233RD ST-WHITE PLAINS ROAD    ,9068,685,130,208,4,7548,3580,0,0,0,17,96,412,7,513,39,55,0,41,0,0,0,1419,0,171,0,                                                                                                    
R368,9TH AVENUE-39TH STREET        ,10503,644,56,407,2,5802,9555,0,0,0,8,88,380,7,426,111,148,0,47,0,0,0,2064,0,93,0,                                                                                                    
R369,FORT HAMILTON PKWY-45TH ST    ,8641,698,47,271,8,4248,5598,0,0,0,6,57,249,8,225,131,111,0,47,0,0,0,2163,0,53,0,                                                                                                    
R370,71ST STREET-NEW UTRECHT AVE   ,11549,928,28,453,0,4474,12302,0,0,0,9,202,295,0,539,234,85,0,39,0,0,0,1680,0,71,0,                                                                                                    
R371,79TH STREET-17TH AVENUE       ,11900,1157,28,582,1,4551,13187,0,0,0,9,170,248,1,548,197,142,0,25,0,0,0,2867,0,74,0,                                                                                                    
R372,18TH AVENUE-86TH STREET       ,11477,1225,75,857,2,4796,12497,0,0,0,31,162,233,0,579,219,131,0,63,0,0,0,1230,0,82,0,                                                                                                    
R373,20TH AVENUE-86TH STREET       ,10265,898,35,446,0,4532,9665,0,0,0,10,100,229,2,358,113,96,0,43,0,0,0,1500,0,80,0,                                                                                                    
R374,BAY PARKWAY-86TH STREET       ,12392,1779,182,1115,2,5975,16120,0,0,0,14,187,344,4,586,143,173,0,51,0,0,0,2055,0,85,0,                                                                                                    
R375,NEW LOTS AV-VAN SINDEREN AV   ,7125,371,145,159,1,7634,3677,0,0,0,5,45,343,0,558,31,60,0,35,0,0,0,1578,0,68,0,                                                                                                    
R376,EAST 105TH ST-FARRAGUT ROAD   ,7487,375,57,74,0,4972,3069,0,0,0,13,82,201,0,501,46,47,0,40,0,0,0,1010,0,86,0,                                                                                                    
